idHabitacion,timestamp,status
3,6/14/2021 4:07:08 p. m.,Sala no disponible.
5,6/14/2021 4:09:00 p. m.,Sala no disponible.
5,6/14/2021 4:10:08 p. m.,Inicia limpieza.
2,6/14/2021 4:10:22 p. m.,Inicia limpieza.
5,6/14/2021 4:11:31 p. m.,Sala disponible.
3,6/14/2021 4:12:17 p. m.,Inicia limpieza.
2,6/14/2021 4:13:07 p. m.,Sala disponible.
3,6/14/2021 4:14:12 p. m.,Sala disponible.
1,6/14/2021 4:14:37 p. m.,Sala no disponible.
4,6/14/2021 4:15:40 p. m.,Sala no disponible.
12,6/14/2021 4:15:51 p. m.,Inicia limpieza.
13,6/14/2021 4:16:00 p. m.,Sala no disponible.
13,6/14/2021 4:16:26 p. m.,Inicia limpieza.
12,6/14/2021 4:16:31 p. m.,Sala disponible.
1,6/14/2021 4:16:48 p. m.,Inicia limpieza.
13,6/14/2021 4:16:56 p. m.,Sala disponible.
1,6/14/2021 4:19:06 p. m.,Sala disponible.
14,6/14/2021 4:22:09 p. m.,Sala no disponible.
14,6/14/2021 4:23:25 p. m.,Inicia limpieza.
14,6/14/2021 4:24:13 p. m.,Sala disponible.
4,6/14/2021 4:30:35 p. m.,Inicia limpieza.
4,6/14/2021 4:33:08 p. m.,Sala disponible.
5,6/14/2021 4:33:37 p. m.,Sala no disponible.
12,6/14/2021 4:36:46 p. m.,Sala no disponible.
8,6/14/2021 4:37:40 p. m.,Sala no disponible.
3,6/14/2021 4:38:16 p. m.,Sala no disponible.
8,6/14/2021 4:38:25 p. m.,Inicia limpieza.
2,6/14/2021 4:38:26 p. m.,Sala no disponible.
1,6/14/2021 4:38:55 p. m.,Sala no disponible.
8,6/14/2021 4:40:56 p. m.,Sala disponible.
1,6/14/2021 4:41:29 p. m.,Inicia limpieza.
9,6/14/2021 4:41:55 p. m.,Sala no disponible.
5,6/14/2021 4:42:04 p. m.,Inicia limpieza.
9,6/14/2021 4:42:55 p. m.,Inicia limpieza.
5,6/14/2021 4:43:13 p. m.,Sala disponible.
1,6/14/2021 4:43:17 p. m.,Sala disponible.
3,6/14/2021 4:44:39 p. m.,Inicia limpieza.
3,6/14/2021 4:46:52 p. m.,Sala disponible.
2,6/14/2021 4:47:09 p. m.,Inicia limpieza.
9,6/14/2021 4:47:52 p. m.,Sala disponible.
2,6/14/2021 4:49:38 p. m.,Sala disponible.
12,6/14/2021 4:49:54 p. m.,Inicia limpieza.
12,6/14/2021 4:50:49 p. m.,Sala disponible.
13,6/14/2021 4:52:42 p. m.,Sala no disponible.
13,6/14/2021 4:53:08 p. m.,Inicia limpieza.
13,6/14/2021 4:53:44 p. m.,Sala disponible.
14,6/14/2021 4:54:52 p. m.,Sala no disponible.
14,6/14/2021 4:55:07 p. m.,Inicia limpieza.
6,6/14/2021 4:56:58 p. m.,Sala no disponible.
6,6/14/2021 4:57:36 p. m.,Inicia limpieza.
14,6/14/2021 4:57:46 p. m.,Sala disponible.
12,6/14/2021 5:00:55 p. m.,Sala no disponible.
6,6/14/2021 5:00:58 p. m.,Sala disponible.
12,6/14/2021 5:01:35 p. m.,Inicia limpieza.
12,6/14/2021 5:02:17 p. m.,Sala disponible.
5,6/14/2021 5:02:44 p. m.,Sala no disponible.
13,6/14/2021 5:03:34 p. m.,Sala no disponible.
5,6/14/2021 5:03:51 p. m.,Inicia limpieza.
5,6/14/2021 5:05:12 p. m.,Sala disponible.
13,6/14/2021 5:06:02 p. m.,Inicia limpieza.
13,6/14/2021 5:06:39 p. m.,Sala disponible.
7,6/14/2021 5:11:50 p. m.,Sala no disponible.
12,6/14/2021 5:12:17 p. m.,Sala no disponible.
7,6/14/2021 5:12:58 p. m.,Inicia limpieza.
1,6/14/2021 5:14:22 p. m.,Sala no disponible.
7,6/14/2021 5:14:39 p. m.,Sala disponible.
1,6/14/2021 5:18:03 p. m.,Inicia limpieza.
9,6/14/2021 5:18:56 p. m.,Sala no disponible.
1,6/14/2021 5:19:52 p. m.,Sala disponible.
12,6/14/2021 5:20:08 p. m.,Inicia limpieza.
12,6/14/2021 5:20:44 p. m.,Sala disponible.
5,6/14/2021 5:21:24 p. m.,Sala no disponible.
9,6/14/2021 5:21:44 p. m.,Inicia limpieza.
2,6/14/2021 5:22:01 p. m.,Sala no disponible.
2,6/14/2021 5:26:19 p. m.,Inicia limpieza.
9,6/14/2021 5:27:28 p. m.,Sala disponible.
5,6/14/2021 5:28:35 p. m.,Inicia limpieza.
2,6/14/2021 5:28:39 p. m.,Sala disponible.
8,6/14/2021 5:29:30 p. m.,Sala no disponible.
5,6/14/2021 5:29:47 p. m.,Sala disponible.
8,6/14/2021 5:30:08 p. m.,Inicia limpieza.
8,6/14/2021 5:32:50 p. m.,Sala disponible.
12,6/14/2021 5:43:23 p. m.,Sala no disponible.
12,6/14/2021 5:43:50 p. m.,Inicia limpieza.
12,6/14/2021 5:44:45 p. m.,Sala disponible.
6,6/14/2021 5:45:03 p. m.,Sala no disponible.
13,6/14/2021 5:45:10 p. m.,Sala no disponible.
13,6/14/2021 5:45:36 p. m.,Inicia limpieza.
6,6/14/2021 5:45:41 p. m.,Inicia limpieza.
13,6/14/2021 5:46:19 p. m.,Sala disponible.
6,6/14/2021 5:49:56 p. m.,Sala disponible.
12,6/14/2021 5:50:21 p. m.,Sala no disponible.
12,6/14/2021 5:51:51 p. m.,Inicia limpieza.
12,6/14/2021 5:52:22 p. m.,Sala disponible.
12,6/14/2021 5:56:25 p. m.,Sala no disponible.
1,6/14/2021 5:58:53 p. m.,Sala no disponible.
12,6/14/2021 6:04:50 p. m.,Inicia limpieza.
12,6/14/2021 6:05:25 p. m.,Sala disponible.
1,6/14/2021 6:05:41 p. m.,Inicia limpieza.
1,6/14/2021 6:07:53 p. m.,Sala disponible.
2,6/14/2021 6:08:47 p. m.,Sala no disponible.
13,6/14/2021 6:10:58 p. m.,Sala no disponible.
13,6/14/2021 6:11:24 p. m.,Inicia limpieza.
13,6/14/2021 6:12:06 p. m.,Sala disponible.
9,6/14/2021 6:12:48 p. m.,Sala no disponible.
3,6/14/2021 6:13:49 p. m.,Sala no disponible.
9,6/14/2021 6:13:49 p. m.,Inicia limpieza.
2,6/14/2021 6:14:55 p. m.,Inicia limpieza.
2,6/14/2021 6:17:08 p. m.,Sala disponible.
3,6/14/2021 6:17:22 p. m.,Inicia limpieza.
9,6/14/2021 6:17:25 p. m.,Sala disponible.
3,6/14/2021 6:19:25 p. m.,Sala disponible.
4,6/14/2021 6:20:44 p. m.,Sala no disponible.
4,6/14/2021 6:21:18 p. m.,Inicia limpieza.
14,6/14/2021 6:22:57 p. m.,Sala no disponible.
4,6/14/2021 6:23:03 p. m.,Sala disponible.
5,6/14/2021 6:26:00 p. m.,Sala no disponible.
5,6/14/2021 6:27:08 p. m.,Inicia limpieza.
5,6/14/2021 6:28:30 p. m.,Sala disponible.
14,6/14/2021 6:29:12 p. m.,Inicia limpieza.
14,6/14/2021 6:30:06 p. m.,Sala disponible.
12,6/14/2021 6:32:56 p. m.,Sala no disponible.
12,6/14/2021 6:33:22 p. m.,Inicia limpieza.
12,6/14/2021 6:34:10 p. m.,Sala disponible.
13,6/14/2021 6:39:35 p. m.,Sala no disponible.
12,6/14/2021 6:39:44 p. m.,Sala no disponible.
13,6/14/2021 6:40:01 p. m.,Inicia limpieza.
13,6/14/2021 6:42:05 p. m.,Sala disponible.
12,6/14/2021 6:42:18 p. m.,Inicia limpieza.
5,6/14/2021 6:42:49 p. m.,Sala no disponible.
12,6/14/2021 6:44:35 p. m.,Sala disponible.
13,6/14/2021 6:47:36 p. m.,Sala no disponible.
7,6/14/2021 6:56:01 p. m.,Sala no disponible.
13,6/14/2021 7:01:42 p. m.,Inicia limpieza.
13,6/14/2021 7:02:28 p. m.,Sala disponible.
7,6/14/2021 7:03:06 p. m.,Inicia limpieza.
7,6/14/2021 7:04:55 p. m.,Sala disponible.
5,6/14/2021 7:06:03 p. m.,Inicia limpieza.
9,6/14/2021 7:06:52 p. m.,Sala no disponible.
5,6/14/2021 7:07:14 p. m.,Sala disponible.
8,6/14/2021 7:07:39 p. m.,Sala no disponible.
14,6/14/2021 7:09:26 p. m.,Sala no disponible.
1,6/14/2021 7:12:00 p. m.,Sala no disponible.
9,6/14/2021 7:12:42 p. m.,Inicia limpieza.
8,6/14/2021 7:14:08 p. m.,Inicia limpieza.
14,6/14/2021 7:17:42 p. m.,Inicia limpieza.
9,6/14/2021 7:18:30 p. m.,Sala disponible.
14,6/14/2021 7:18:57 p. m.,Sala disponible.
1,6/14/2021 7:19:10 p. m.,Inicia limpieza.
8,6/14/2021 7:19:24 p. m.,Sala disponible.
2,6/14/2021 7:21:34 p. m.,Sala no disponible.
1,6/14/2021 7:22:06 p. m.,Sala disponible.
2,6/14/2021 7:22:21 p. m.,Inicia limpieza.
12,6/14/2021 7:23:53 p. m.,Sala no disponible.
6,6/14/2021 7:24:43 p. m.,Sala no disponible.
6,6/14/2021 7:25:21 p. m.,Inicia limpieza.
15,6/14/2021 7:26:26 p. m.,Sala no disponible.
2,6/14/2021 7:26:48 p. m.,Sala disponible.
12,6/14/2021 7:27:13 p. m.,Inicia limpieza.
15,6/14/2021 7:27:13 p. m.,Inicia limpieza.
15,6/14/2021 7:28:08 p. m.,Sala disponible.
12,6/14/2021 7:28:28 p. m.,Sala disponible.
6,6/14/2021 7:30:18 p. m.,Sala disponible.
13,6/14/2021 7:31:19 p. m.,Sala no disponible.
14,6/14/2021 7:31:43 p. m.,Sala no disponible.
13,6/14/2021 7:31:59 p. m.,Inicia limpieza.
13,6/14/2021 7:32:46 p. m.,Sala disponible.
14,6/14/2021 7:33:03 p. m.,Inicia limpieza.
14,6/14/2021 7:33:58 p. m.,Sala disponible.
15,6/14/2021 7:37:23 p. m.,Sala no disponible.
1,6/14/2021 7:42:03 p. m.,Sala no disponible.
15,6/14/2021 7:47:32 p. m.,Inicia limpieza.
15,6/14/2021 7:48:10 p. m.,Sala disponible.
3,6/14/2021 7:48:36 p. m.,Sala no disponible.
1,6/14/2021 7:48:44 p. m.,Inicia limpieza.
2,6/14/2021 7:50:47 p. m.,Sala no disponible.
1,6/14/2021 7:52:09 p. m.,Sala disponible.
3,6/14/2021 7:52:27 p. m.,Inicia limpieza.
7,6/14/2021 7:52:33 p. m.,Sala no disponible.
7,6/14/2021 7:53:35 p. m.,Inicia limpieza.
2,6/14/2021 7:54:16 p. m.,Inicia limpieza.
3,6/14/2021 7:55:04 p. m.,Sala disponible.
2,6/14/2021 7:56:18 p. m.,Sala disponible.
7,6/14/2021 7:56:44 p. m.,Sala disponible.
12,6/14/2021 8:00:10 p. m.,Sala no disponible.
14,6/14/2021 8:00:42 p. m.,Sala no disponible.
12,6/14/2021 8:00:44 p. m.,Inicia limpieza.
12,6/14/2021 8:01:24 p. m.,Sala disponible.
14,6/14/2021 8:01:44 p. m.,Inicia limpieza.
14,6/14/2021 8:02:34 p. m.,Sala disponible.
4,6/14/2021 8:03:40 p. m.,Sala no disponible.
4,6/14/2021 8:04:30 p. m.,Inicia limpieza.
13,6/14/2021 8:04:36 p. m.,Sala no disponible.
4,6/14/2021 8:06:27 p. m.,Sala disponible.
15,6/14/2021 8:09:02 p. m.,Sala no disponible.
13,6/14/2021 8:10:58 p. m.,Inicia limpieza.
13,6/14/2021 8:13:00 p. m.,Sala disponible.
15,6/14/2021 8:13:22 p. m.,Inicia limpieza.
15,6/14/2021 8:14:07 p. m.,Sala disponible.
12,6/14/2021 8:20:34 p. m.,Sala no disponible.
1,6/14/2021 8:24:03 p. m.,Sala no disponible.
2,6/14/2021 8:29:52 p. m.,Sala no disponible.
12,6/14/2021 8:30:34 p. m.,Inicia limpieza.
12,6/14/2021 8:32:29 p. m.,Sala disponible.
1,6/14/2021 8:32:45 p. m.,Inicia limpieza.
7,6/14/2021 8:33:47 p. m.,Sala no disponible.
1,6/14/2021 8:35:01 p. m.,Sala disponible.
2,6/14/2021 8:35:16 p. m.,Inicia limpieza.
7,6/14/2021 8:36:42 p. m.,Inicia limpieza.
2,6/14/2021 8:37:12 p. m.,Sala disponible.
13,6/14/2021 8:40:04 p. m.,Sala no disponible.
13,6/14/2021 8:40:40 p. m.,Inicia limpieza.
13,6/14/2021 8:41:11 p. m.,Sala disponible.
7,6/14/2021 8:41:57 p. m.,Sala disponible.
9,6/14/2021 8:42:17 p. m.,Sala no disponible.
8,6/14/2021 8:42:21 p. m.,Sala no disponible.
8,6/14/2021 8:43:06 p. m.,Inicia limpieza.
9,6/14/2021 8:43:18 p. m.,Inicia limpieza.
8,6/14/2021 8:45:02 p. m.,Sala disponible.
9,6/14/2021 8:49:11 p. m.,Sala disponible.
12,6/14/2021 8:51:48 p. m.,Sala no disponible.
12,6/14/2021 8:52:14 p. m.,Inicia limpieza.
12,6/14/2021 8:52:46 p. m.,Sala disponible.
1,6/14/2021 9:04:53 p. m.,Sala no disponible.
1,6/14/2021 9:05:33 p. m.,Inicia limpieza.
1,6/14/2021 9:08:25 p. m.,Sala disponible.
5,6/14/2021 9:08:47 p. m.,Sala no disponible.
5,6/14/2021 9:09:55 p. m.,Inicia limpieza.
5,6/14/2021 9:11:28 p. m.,Sala disponible.
6,6/14/2021 9:36:34 p. m.,Sala no disponible.
6,6/14/2021 9:37:11 p. m.,Inicia limpieza.
6,6/14/2021 9:40:04 p. m.,Sala disponible.
7,6/14/2021 9:59:06 p. m.,Sala no disponible.
7,6/14/2021 10:00:08 p. m.,Inicia limpieza.
7,6/14/2021 10:04:32 p. m.,Sala disponible.
13,6/15/2021 7:15:12 a. m.,Sala no disponible.
12,6/15/2021 7:15:36 a. m.,Sala no disponible.
13,6/15/2021 7:15:38 a. m.,Inicia limpieza.
12,6/15/2021 7:16:02 a. m.,Inicia limpieza.
13,6/15/2021 7:16:10 a. m.,Sala disponible.
12,6/15/2021 7:18:21 a. m.,Sala disponible.
13,6/15/2021 7:21:17 a. m.,Sala no disponible.
13,6/15/2021 7:21:43 a. m.,Inicia limpieza.
13,6/15/2021 7:23:02 a. m.,Sala disponible.
12,6/15/2021 7:31:38 a. m.,Sala no disponible.
5,6/15/2021 7:31:54 a. m.,Sala no disponible.
12,6/15/2021 7:32:05 a. m.,Inicia limpieza.
5,6/15/2021 7:33:02 a. m.,Inicia limpieza.
12,6/15/2021 7:34:08 a. m.,Sala disponible.
5,6/15/2021 7:34:41 a. m.,Sala disponible.
1,6/15/2021 7:35:56 a. m.,Sala no disponible.
1,6/15/2021 7:36:36 a. m.,Inicia limpieza.
6,6/15/2021 7:40:00 a. m.,Sala no disponible.
6,6/15/2021 7:40:37 a. m.,Inicia limpieza.
1,6/15/2021 7:40:38 a. m.,Sala disponible.
12,6/15/2021 7:41:35 a. m.,Sala no disponible.
12,6/15/2021 7:42:01 a. m.,Inicia limpieza.
12,6/15/2021 7:42:37 a. m.,Sala disponible.
13,6/15/2021 7:44:05 a. m.,Sala no disponible.
13,6/15/2021 7:44:31 a. m.,Inicia limpieza.
13,6/15/2021 7:45:19 a. m.,Sala disponible.
6,6/15/2021 7:45:41 a. m.,Sala disponible.
8,6/15/2021 7:47:06 a. m.,Sala no disponible.
8,6/15/2021 7:47:51 a. m.,Inicia limpieza.
8,6/15/2021 7:49:20 a. m.,Sala disponible.
5,6/15/2021 7:55:40 a. m.,Sala no disponible.
7,6/15/2021 7:56:33 a. m.,Sala no disponible.
5,6/15/2021 7:56:48 a. m.,Inicia limpieza.
7,6/15/2021 7:57:35 a. m.,Inicia limpieza.
5,6/15/2021 7:58:02 a. m.,Sala disponible.
7,6/15/2021 8:03:23 a. m.,Sala disponible.
13,6/15/2021 8:06:37 a. m.,Sala no disponible.
12,6/15/2021 8:06:46 a. m.,Sala no disponible.
13,6/15/2021 8:07:04 a. m.,Inicia limpieza.
12,6/15/2021 8:07:12 a. m.,Inicia limpieza.
13,6/15/2021 8:07:37 a. m.,Sala disponible.
12,6/15/2021 8:08:00 a. m.,Sala disponible.
1,6/15/2021 8:09:28 a. m.,Sala no disponible.
1,6/15/2021 8:10:07 a. m.,Inicia limpieza.
14,6/15/2021 8:10:29 a. m.,Sala no disponible.
1,6/15/2021 8:12:07 a. m.,Sala disponible.
5,6/15/2021 8:22:53 a. m.,Sala no disponible.
5,6/15/2021 8:24:01 a. m.,Inicia limpieza.
5,6/15/2021 8:25:46 a. m.,Sala disponible.
14,6/15/2021 8:26:28 a. m.,Inicia limpieza.
14,6/15/2021 8:27:04 a. m.,Sala disponible.
12,6/15/2021 8:28:10 a. m.,Sala no disponible.
12,6/15/2021 8:28:37 a. m.,Inicia limpieza.
13,6/15/2021 8:30:47 a. m.,Sala no disponible.
12,6/15/2021 8:30:58 a. m.,Sala disponible.
13,6/15/2021 8:31:14 a. m.,Inicia limpieza.
13,6/15/2021 8:31:45 a. m.,Sala disponible.
12,6/15/2021 8:35:54 a. m.,Sala no disponible.
7,6/15/2021 8:39:08 a. m.,Sala no disponible.
5,6/15/2021 8:39:22 a. m.,Sala no disponible.
7,6/15/2021 8:40:10 a. m.,Inicia limpieza.
5,6/15/2021 8:40:30 a. m.,Inicia limpieza.
6,6/15/2021 8:41:33 a. m.,Sala no disponible.
5,6/15/2021 8:42:09 a. m.,Sala disponible.
6,6/15/2021 8:42:11 a. m.,Inicia limpieza.
7,6/15/2021 8:42:21 a. m.,Sala disponible.
12,6/15/2021 8:43:00 a. m.,Inicia limpieza.
12,6/15/2021 8:43:51 a. m.,Sala disponible.
6,6/15/2021 8:47:17 a. m.,Sala disponible.
1,6/15/2021 8:50:31 a. m.,Sala no disponible.
1,6/15/2021 8:51:11 a. m.,Inicia limpieza.
8,6/15/2021 8:51:41 a. m.,Sala no disponible.
8,6/15/2021 8:52:27 a. m.,Inicia limpieza.
1,6/15/2021 8:53:14 a. m.,Sala disponible.
12,6/15/2021 8:54:05 a. m.,Sala no disponible.
5,6/15/2021 8:54:33 a. m.,Sala no disponible.
5,6/15/2021 8:55:41 a. m.,Inicia limpieza.
5,6/15/2021 8:57:04 a. m.,Sala disponible.
12,6/15/2021 8:57:56 a. m.,Inicia limpieza.
12,6/15/2021 8:58:28 a. m.,Sala disponible.
8,6/15/2021 8:58:30 a. m.,Sala disponible.
12,6/15/2021 9:02:12 a. m.,Sala no disponible.
13,6/15/2021 9:04:02 a. m.,Sala no disponible.
13,6/15/2021 9:04:29 a. m.,Inicia limpieza.
13,6/15/2021 9:05:10 a. m.,Sala disponible.
5,6/15/2021 9:13:04 a. m.,Sala no disponible.
6,6/15/2021 9:13:15 a. m.,Sala no disponible.
6,6/15/2021 9:13:52 a. m.,Inicia limpieza.
5,6/15/2021 9:14:12 a. m.,Inicia limpieza.
9,6/15/2021 9:15:09 a. m.,Sala no disponible.
5,6/15/2021 9:15:28 a. m.,Sala disponible.
13,6/15/2021 9:15:44 a. m.,Sala no disponible.
9,6/15/2021 9:16:09 a. m.,Inicia limpieza.
13,6/15/2021 9:16:10 a. m.,Inicia limpieza.
6,6/15/2021 9:16:15 a. m.,Sala disponible.
12,6/15/2021 9:16:20 a. m.,Inicia limpieza.
12,6/15/2021 9:16:48 a. m.,Sala disponible.
13,6/15/2021 9:17:39 a. m.,Sala disponible.
9,6/15/2021 9:20:44 a. m.,Sala disponible.
1,6/15/2021 9:23:53 a. m.,Sala no disponible.
1,6/15/2021 9:24:33 a. m.,Inicia limpieza.
1,6/15/2021 9:26:22 a. m.,Sala disponible.
2,6/15/2021 9:26:37 a. m.,Sala no disponible.
2,6/15/2021 9:27:06 a. m.,Inicia limpieza.
2,6/15/2021 9:29:25 a. m.,Sala disponible.
5,6/15/2021 9:29:34 a. m.,Sala no disponible.
3,6/15/2021 9:29:47 a. m.,Sala no disponible.
3,6/15/2021 9:30:07 a. m.,Inicia limpieza.
5,6/15/2021 9:30:42 a. m.,Inicia limpieza.
4,6/15/2021 9:31:07 a. m.,Sala no disponible.
4,6/15/2021 9:31:51 a. m.,Inicia limpieza.
7,6/15/2021 9:31:56 a. m.,Sala no disponible.
3,6/15/2021 9:32:17 a. m.,Sala disponible.
5,6/15/2021 9:32:18 a. m.,Sala disponible.
7,6/15/2021 9:32:46 a. m.,Inicia limpieza.
12,6/15/2021 9:33:35 a. m.,Sala no disponible.
7,6/15/2021 9:34:48 a. m.,Sala disponible.
4,6/15/2021 9:35:41 a. m.,Sala disponible.
13,6/15/2021 9:35:49 a. m.,Sala no disponible.
13,6/15/2021 9:36:16 a. m.,Inicia limpieza.
12,6/15/2021 9:36:16 a. m.,Inicia limpieza.
13,6/15/2021 9:36:50 a. m.,Sala disponible.
12,6/15/2021 9:37:01 a. m.,Sala disponible.
12,6/15/2021 9:40:30 a. m.,Sala no disponible.
12,6/15/2021 9:40:56 a. m.,Inicia limpieza.
12,6/15/2021 9:41:47 a. m.,Sala disponible.
12,6/15/2021 9:45:30 a. m.,Sala no disponible.
12,6/15/2021 9:45:56 a. m.,Inicia limpieza.
12,6/15/2021 9:46:31 a. m.,Sala disponible.
5,6/15/2021 9:50:13 a. m.,Sala no disponible.
5,6/15/2021 9:51:21 a. m.,Inicia limpieza.
5,6/15/2021 9:53:00 a. m.,Sala disponible.
1,6/15/2021 9:53:36 a. m.,Sala no disponible.
1,6/15/2021 9:54:16 a. m.,Inicia limpieza.
1,6/15/2021 9:57:04 a. m.,Sala disponible.
2,6/15/2021 9:57:33 a. m.,Sala no disponible.
2,6/15/2021 9:58:07 a. m.,Inicia limpieza.
2,6/15/2021 9:59:46 a. m.,Sala disponible.
3,6/15/2021 10:06:00 a. m.,Sala no disponible.
3,6/15/2021 10:06:19 a. m.,Inicia limpieza.
12,6/15/2021 10:06:45 a. m.,Sala no disponible.
12,6/15/2021 10:07:12 a. m.,Inicia limpieza.
12,6/15/2021 10:07:47 a. m.,Sala disponible.
3,6/15/2021 10:08:40 a. m.,Sala disponible.
7,6/15/2021 10:08:46 a. m.,Sala no disponible.
7,6/15/2021 10:09:48 a. m.,Inicia limpieza.
12,6/15/2021 10:11:05 a. m.,Sala no disponible.
6,6/15/2021 10:11:12 a. m.,Sala no disponible.
12,6/15/2021 10:11:40 a. m.,Inicia limpieza.
6,6/15/2021 10:11:48 a. m.,Inicia limpieza.
3,6/15/2021 10:12:05 a. m.,Sala no disponible.
7,6/15/2021 10:12:11 a. m.,Sala disponible.
12,6/15/2021 10:12:16 a. m.,Sala disponible.
3,6/15/2021 10:12:24 a. m.,Inicia limpieza.
3,6/15/2021 10:14:40 a. m.,Sala disponible.
6,6/15/2021 10:14:58 a. m.,Sala disponible.
4,6/15/2021 10:15:30 a. m.,Sala no disponible.
4,6/15/2021 10:16:05 a. m.,Inicia limpieza.
1,6/15/2021 10:17:26 a. m.,Sala no disponible.
4,6/15/2021 10:17:58 a. m.,Sala disponible.
1,6/15/2021 10:18:05 a. m.,Inicia limpieza.
1,6/15/2021 10:19:30 a. m.,Sala disponible.
12,6/15/2021 10:25:40 a. m.,Sala no disponible.
12,6/15/2021 10:26:06 a. m.,Inicia limpieza.
12,6/15/2021 10:26:43 a. m.,Sala disponible.
5,6/15/2021 10:28:00 a. m.,Sala no disponible.
5,6/15/2021 10:29:08 a. m.,Inicia limpieza.
2,6/15/2021 10:30:26 a. m.,Sala no disponible.
5,6/15/2021 10:30:54 a. m.,Sala disponible.
2,6/15/2021 10:31:00 a. m.,Inicia limpieza.
2,6/15/2021 10:32:37 a. m.,Sala disponible.
6,6/15/2021 10:45:55 a. m.,Sala no disponible.
6,6/15/2021 10:46:31 a. m.,Inicia limpieza.
6,6/15/2021 10:48:55 a. m.,Sala disponible.
1,6/15/2021 10:49:00 a. m.,Sala no disponible.
1,6/15/2021 10:49:40 a. m.,Inicia limpieza.
1,6/15/2021 10:51:52 a. m.,Sala disponible.
12,6/15/2021 11:02:11 a. m.,Sala no disponible.
12,6/15/2021 11:02:38 a. m.,Inicia limpieza.
12,6/15/2021 11:04:49 a. m.,Sala disponible.
5,6/15/2021 11:07:25 a. m.,Sala no disponible.
12,6/15/2021 11:07:38 a. m.,Sala no disponible.
12,6/15/2021 11:08:12 a. m.,Inicia limpieza.
5,6/15/2021 11:08:33 a. m.,Inicia limpieza.
12,6/15/2021 11:09:02 a. m.,Sala disponible.
5,6/15/2021 11:10:19 a. m.,Sala disponible.
12,6/15/2021 11:17:24 a. m.,Sala no disponible.
12,6/15/2021 11:17:50 a. m.,Inicia limpieza.
12,6/15/2021 11:20:15 a. m.,Sala disponible.
2,6/15/2021 11:22:04 a. m.,Sala no disponible.
1,6/15/2021 11:22:20 a. m.,Sala no disponible.
14,6/15/2021 11:23:23 a. m.,Sala no disponible.
2,6/15/2021 11:23:25 a. m.,Inicia limpieza.
13,6/15/2021 11:23:26 a. m.,Sala no disponible.
14,6/15/2021 11:23:39 a. m.,Inicia limpieza.
6,6/15/2021 11:23:41 a. m.,Sala no disponible.
14,6/15/2021 11:24:29 a. m.,Sala disponible.
2,6/15/2021 11:25:21 a. m.,Sala disponible.
3,6/15/2021 11:25:49 a. m.,Sala no disponible.
13,6/15/2021 11:28:45 a. m.,Inicia limpieza.
6,6/15/2021 11:28:57 a. m.,Inicia limpieza.
12,6/15/2021 11:28:57 a. m.,Sala no disponible.
13,6/15/2021 11:30:13 a. m.,Sala disponible.
12,6/15/2021 11:30:27 a. m.,Inicia limpieza.
12,6/15/2021 11:31:11 a. m.,Sala disponible.
7,6/15/2021 11:31:13 a. m.,Sala no disponible.
6,6/15/2021 11:34:52 a. m.,Sala disponible.
1,6/15/2021 11:35:31 a. m.,Inicia limpieza.
7,6/15/2021 11:36:55 a. m.,Inicia limpieza.
1,6/15/2021 11:37:35 a. m.,Sala disponible.
3,6/15/2021 11:37:52 a. m.,Inicia limpieza.
4,6/15/2021 11:38:13 a. m.,Sala no disponible.
3,6/15/2021 11:39:51 a. m.,Sala disponible.
4,6/15/2021 11:40:07 a. m.,Inicia limpieza.
5,6/15/2021 11:40:49 a. m.,Sala no disponible.
7,6/15/2021 11:41:57 a. m.,Sala disponible.
5,6/15/2021 11:41:57 a. m.,Inicia limpieza.
4,6/15/2021 11:43:29 a. m.,Sala disponible.
5,6/15/2021 11:43:38 a. m.,Sala disponible.
12,6/15/2021 11:47:03 a. m.,Sala no disponible.
12,6/15/2021 11:47:29 a. m.,Inicia limpieza.
8,6/15/2021 11:48:07 a. m.,Sala no disponible.
8,6/15/2021 11:48:52 a. m.,Inicia limpieza.
12,6/15/2021 11:49:01 a. m.,Sala disponible.
12,6/15/2021 11:53:19 a. m.,Sala no disponible.
8,6/15/2021 11:53:41 a. m.,Sala disponible.
12,6/15/2021 11:53:52 a. m.,Inicia limpieza.
12,6/15/2021 11:54:46 a. m.,Sala disponible.
13,6/15/2021 11:57:36 a. m.,Sala no disponible.
13,6/15/2021 11:58:02 a. m.,Inicia limpieza.
13,6/15/2021 11:58:40 a. m.,Sala disponible.
1,6/15/2021 12:04:08 p. m.,Sala no disponible.
1,6/15/2021 12:04:48 p. m.,Inicia limpieza.
3,6/15/2021 12:08:04 p. m.,Sala no disponible.
1,6/15/2021 12:08:10 p. m.,Sala disponible.
3,6/15/2021 12:08:23 p. m.,Inicia limpieza.
2,6/15/2021 12:09:01 p. m.,Sala no disponible.
2,6/15/2021 12:09:32 p. m.,Inicia limpieza.
3,6/15/2021 12:10:35 p. m.,Sala disponible.
2,6/15/2021 12:12:16 p. m.,Sala disponible.
12,6/15/2021 12:13:38 p. m.,Sala no disponible.
12,6/15/2021 12:14:04 p. m.,Inicia limpieza.
12,6/15/2021 12:14:33 p. m.,Sala disponible.
6,6/15/2021 12:15:32 p. m.,Sala no disponible.
6,6/15/2021 12:16:09 p. m.,Inicia limpieza.
4,6/15/2021 12:17:03 p. m.,Sala no disponible.
4,6/15/2021 12:17:37 p. m.,Inicia limpieza.
